latitude,rating,url,name,longitude
40.715546,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d424356-Reviews-Burritoville_Chambers_Street-New_York_City_New_York.html,Burritoville--Chambers Street,-74.00976
40.715023,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4478360-Reviews-New_China_Red_Gourmet-New_York_City_New_York.html,New China Red Gourmet,-74.008606
40.71289,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4417335-Reviews-Subway-New_York_City_New_York.html,Subway,-74.00758
40.720684,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d8424205-Reviews-Antica_Ristorante_Tribeca-New_York_City_New_York.html,Antica Ristorante - Tribeca,-74.00436
40.714554,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d424313-Reviews-Kiran-New_York_City_New_York.html,Kiran,-74.00757
40.71779,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d3846827-Reviews-Burro_Borracho_Taqueria-New_York_City_New_York.html,Burro Borracho Taqueria,-74.00539
40.716045,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d478344-Reviews-Lunchbox_Cafe-New_York_City_New_York.html,Lunchbox Cafe,-74.01081
40.71569,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4716444-Reviews-Taco_House-New_York_City_New_York.html,Taco House,-74.00761
40.714783,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d5496883-Reviews-Hamachi_Sushi-New_York_City_New_York.html,Hamachi Sushi,-74.00666
40.71981,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4572089-Reviews-Tribeca_Park_Deli-New_York_City_New_York.html,Tribeca Park Deli,-74.00546
40.71337,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4456523-Reviews-Shinjuku_Japanese_Restaurant-New_York_City_New_York.html,Shinjuku Japanese Restaurant,-74.0089
40.71968,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d3793251-Reviews-Tribeca_Canvas-New_York_City_New_York.html,Tribeca Canvas,-74.003876
40.71542,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4572004-Reviews-Delimarie-New_York_City_New_York.html,Delimarie,-74.006355
40.71818,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4473898-Reviews-Joey_Pepperoni_Pizza-New_York_City_New_York.html,Joey Pepperoni Pizza,-74.00311
40.72243,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d6595435-Reviews-Daruma_Ya-New_York_City_New_York.html,Daruma-Ya,-74.00998
40.71623,3,https://www.tripadvisor.com/Restaurant_Review-g60763-d4729937-Reviews-Arome-New_York_City_New_York.html,Arome,-74.00497
40.71462,2.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d477348-Reviews-Taste_of_Tandoor_Incorporated-New_York_City_New_York.html,Taste of Tandoor Incorporated,-74.00817
40.71316,2.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4561723-Reviews-Best_of_the_Best_Deli-New_York_City_New_York.html,Best of the Best Deli,-74.00821
40.71273,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3785720-Reviews-Bits_Bites_Baguettes-New_York_City_New_York.html,Bits Bites & Baguettes,-74.00857
40.714287,3,https://www.tripadvisor.com/Restaurant_Review-g60763-d424397-Reviews-Twenty_Warren_Street_Food-New_York_City_New_York.html,Twenty Warren Street Food,-74.00768
40.71459,2.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4247362-Reviews-Checker_s-New_York_City_New_York.html,Checker's,-74.0067
40.71398,3,https://www.tripadvisor.com/Restaurant_Review-g60763-d4729332-Reviews-Dunkin_Donuts-New_York_City_New_York.html,Dunkin' Donuts,-74.008934
40.714626,3,https://www.tripadvisor.com/Restaurant_Review-g60763-d4558489-Reviews-Bon_Bon_Chicken-New_York_City_New_York.html,Bon Bon Chicken,-74.00773
40.72332,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d5210101-Reviews-Brio_Restaurant_NYC-New_York_City_New_York.html,Brio Restaurant NYC,-74.00846
40.720715,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1180885-Reviews-Wichcraft-New_York_City_New_York.html,'Wichcraft,-74.01008
40.71566,3,https://www.tripadvisor.com/Restaurant_Review-g60763-d4884213-Reviews-Sheezaan_Indian_Restaurant-New_York_City_New_York.html,Sheezaan Indian Restaurant,-74.007034
40.720844,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4247016-Reviews-Subway-New_York_City_New_York.html,Subway,-74.00873
40.716076,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4927929-Reviews-Dirty_Bird_to_go-New_York_City_New_York.html,Dirty Bird to-go,-74.00997
40.71759,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d527781-Reviews-Cornerstone_Grill-New_York_City_New_York.html,Cornerstone Grill,-74.01039
40.71482,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3895214-Reviews-Silver_Lining-New_York_City_New_York.html,Silver Lining,-74.01055
40.715145,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3783947-Reviews-Baba_Ghanouge-New_York_City_New_York.html,Baba Ghanouge,-74.00754
40.71528,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4478208-Reviews-J_R_Sushi_2-New_York_City_New_York.html,J R Sushi 2,-74.00961
40.715202,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1774319-Reviews-Plein_Sud-New_York_City_New_York.html,Plein Sud,-74.00914
40.719116,,https://www.tripadvisor.com/Restaurant_Review-g60763-d4858247-Reviews-Epifaneo_Collective-New_York_City_New_York.html,Epifaneo Collective,-74.00311
40.713,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4760202-Reviews-Sabor_De_Mexico-New_York_City_New_York.html,Sabor De Mexico,-74.00834
40.71192,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d6756394-Reviews-225_Bistro-New_York_City_New_York.html,225 Bistro,-74.008514
40.714783,,https://www.tripadvisor.com/Restaurant_Review-g60763-d5480750-Reviews-Acapulco_Fajita-New_York_City_New_York.html,Acapulco Fajita,-74.00666
